SI,ProductSale,PurchasePrice,Profit,date,weekday,weekend,Category,demand
3327,26.6,6.8,-0.5952752,14-01-2019,1,0,1,469
3328,26.6,6.8,-0.5952752,14-01-2019,1,0,2,486
3329,26.6,6.8,-0.5952752,14-01-2019,1,0,3,466
3330,47.9,8.0,2.8606673,15-01-2019,1,0,1,469
3331,47.9,8.0,2.8606673,15-01-2019,1,0,2,486
3332,47.9,8.0,2.8606673,15-01-2019,1,0,3,466
3333,15.6,6.2,-0.4626746,16-01-2019,1,0,1,469
3334,15.6,6.2,-0.4626746,16-01-2019,1,0,2,486
3335,15.6,6.2,-0.4626746,16-01-2019,1,0,3,466
3336,60.2,6.4,3.5012342,17-01-2019,1,0,1,469
3337,60.2,6.4,3.5012342,17-01-2019,1,0,2,486
3338,60.2,6.4,3.5012342,17-01-2019,1,0,3,466
3339,4.6,6.1,1.9842308,18-01-2019,1,0,1,469
3340,4.6,6.1,1.9842308,18-01-2019,1,0,2,486
3341,4.6,6.1,1.9842308,18-01-2019,1,0,3,466
3342,9.2,9.6,-1.8462163,19-01-2019,0,1,1,469
3343,9.2,9.6,-1.8462163,19-01-2019,0,1,2,486
3344,9.2,9.6,-1.8462163,19-01-2019,0,1,3,466
3345,32.3,7.8,2.2706041,20-01-2019,0,1,1,469
3346,32.3,7.8,2.2706041,20-01-2019,0,1,2,486
3347,32.3,7.8,2.2706041,20-01-2019,0,1,3,466
3348,27.2,9.0,-4.4674381,21-01-2019,1,0,1,469
3349,27.2,9.0,-4.4674381,21-01-2019,1,0,2,486
3350,27.2,9.0,-4.4674381,21-01-2019,1,0,3,466
3351,64.8,6.5,6.2310459,22-01-2019,1,0,1,469
3352,64.8,6.5,6.2310459,22-01-2019,1,0,2,486
3353,64.8,6.5,6.2310459,22-01-2019,1,0,3,466
3354,42.0,9.5,1.4292087,23-01-2019,1,0,1,469
3355,42.0,9.5,1.4292087,23-01-2019,1,0,2,486
3356,42.0,9.5,1.4292087,23-01-2019,1,0,3,466
3357,68.4,8.5,3.2406927,24-01-2019,1,0,1,469
3358,68.4,8.5,3.2406927,24-01-2019,1,0,2,486
3359,68.4,8.5,3.2406927,24-01-2019,1,0,3,466
3360,7.6,7.3,0.555231,25-01-2019,1,0,1,469
3361,7.6,7.3,0.555231,25-01-2019,1,0,2,486
3362,7.6,7.3,0.555231,25-01-2019,1,0,3,466
3363,1.6,9.2,0.1605255,26-01-2019,0,1,1,469
3364,1.6,9.2,0.1605255,26-01-2019,0,1,2,486
3365,1.6,9.2,0.1605255,26-01-2019,0,1,3,466
3366,7.7,8.1,1.6650919,27-01-2019,0,1,1,469
3367,7.7,8.1,1.6650919,27-01-2019,0,1,2,486
3368,7.7,8.1,1.6650919,27-01-2019,0,1,3,466
3369,39.6,8.5,-0.8905198,28-01-2019,1,0,1,469
3370,39.6,8.5,-0.8905198,28-01-2019,1,0,2,486
3371,39.6,8.5,-0.8905198,28-01-2019,1,0,3,466
3372,53.2,9.4,3.184623,29-01-2019,1,0,1,469
3373,53.2,9.4,3.184623,29-01-2019,1,0,2,486
3374,53.2,9.4,3.184623,29-01-2019,1,0,3,466
3375,25.6,7.2,4.6323321,30-01-2019,1,0,1,469
3376,25.6,7.2,4.6323321,30-01-2019,1,0,2,486
3377,25.6,7.2,4.6323321,30-01-2019,1,0,3,466
3378,46.0,9.4,3.9519533,31-01-2019,1,0,1,469
3379,46.0,9.4,3.9519533,31-01-2019,1,0,2,486
3380,46.0,9.4,3.9519533,31-01-2019,1,0,3,466
3381,29.9,9.6,6.7065435,01-02-2019,1,0,1,385
3382,29.9,9.6,6.7065435,01-02-2019,1,0,2,379
3383,29.9,9.6,6.7065435,01-02-2019,1,0,3,415
3384,52.2,8.3,5.5000866,02-02-2019,0,1,1,385
3385,52.2,8.3,5.5000866,02-02-2019,0,1,2,379
3386,52.2,8.3,5.5000866,02-02-2019,0,1,3,415
3387,38.1,8.9,1.1006515,03-02-2019,0,1,1,385
3388,38.1,8.9,1.1006515,03-02-2019,0,1,2,379
3389,38.1,8.9,1.1006515,03-02-2019,0,1,3,415
3390,38.4,6.7,-0.2318097,04-02-2019,1,0,1,385
3391,38.4,6.7,-0.2318097,04-02-2019,1,0,2,379
3392,38.4,6.7,-0.2318097,04-02-2019,1,0,3,415
3393,46.0,8.4,4.2577761,05-02-2019,1,0,1,385
3394,46.0,8.4,4.2577761,05-02-2019,1,0,2,379
3395,46.0,8.4,4.2577761,05-02-2019,1,0,3,415
3396,18.1,9.5,1.4463644,06-02-2019,1,0,1,385
3397,18.1,9.5,1.4463644,06-02-2019,1,0,2,379
3398,18.1,9.5,1.4463644,06-02-2019,1,0,3,415
3399,16.3,9.5,3.3645936,07-02-2019,1,0,1,385
3400,16.3,9.5,3.3645936,07-02-2019,1,0,2,379
3401,16.3,9.5,3.3645936,07-02-2019,1,0,3,415
3402,34.0,6.1,-0.9010765,08-02-2019,1,0,1,385
3403,34.0,6.1,-0.9010765,08-02-2019,1,0,2,379
3404,34.0,6.1,-0.9010765,08-02-2019,1,0,3,415
3405,69.0,6.0,4.404166,09-02-2019,0,1,1,385
3406,69.0,6.0,4.404166,09-02-2019,0,1,2,379
3407,69.0,6.0,4.404166,09-02-2019,0,1,3,415
3408,31.6,8.5,2.6845159,10-02-2019,0,1,1,385
3409,31.6,8.5,2.6845159,10-02-2019,0,1,2,379
3410,31.6,8.5,2.6845159,10-02-2019,0,1,3,415
3411,5.5,7.4,-1.3062237,11-02-2019,1,0,1,385
3412,5.5,7.4,-1.3062237,11-02-2019,1,0,2,379
3413,5.5,7.4,-1.3062237,11-02-2019,1,0,3,415
3414,59.4,6.7,6.6663996,12-02-2019,1,0,1,385
3415,59.4,6.7,6.6663996,12-02-2019,1,0,2,379
3416,59.4,6.7,6.6663996,12-02-2019,1,0,3,415
3417,47.5,6.8,4.5117261,13-02-2019,1,0,1,385
3418,47.5,6.8,4.5117261,13-02-2019,1,0,2,379
3419,47.5,6.8,4.5117261,13-02-2019,1,0,3,415
3420,62.1,9.1,2.8223264,14-02-2019,1,0,1,385
3421,62.1,9.1,2.8223264,14-02-2019,1,0,2,379
3422,62.1,9.1,2.8223264,14-02-2019,1,0,3,415
3423,30.9,6.6,-0.6509801,15-02-2019,1,0,1,385
3424,30.9,6.6,-0.6509801,15-02-2019,1,0,2,379
3425,30.9,6.6,-0.6509801,15-02-2019,1,0,3,415
3426,28.8,6.4,-4.4505514,16-02-2019,0,1,1,385
3427,28.8,6.4,-4.4505514,16-02-2019,0,1,2,379
3428,28.8,6.4,-4.4505514,16-02-2019,0,1,3,415
3429,58.3,6.7,0.6859371,17-02-2019,0,1,1,385
3430,58.3,6.7,0.6859371,17-02-2019,0,1,2,379
3431,58.3,6.7,0.6859371,17-02-2019,0,1,3,415
3432,2.3,7.7,3.171531,18-02-2019,1,0,1,385
3433,2.3,7.7,3.171531,18-02-2019,1,0,2,379
3434,2.3,7.7,3.171531,18-02-2019,1,0,3,415
3435,12.2,6.4,5.2942231,19-02-2019,1,0,1,385
3436,12.2,6.4,5.2942231,19-02-2019,1,0,2,379
3437,12.2,6.4,5.2942231,19-02-2019,1,0,3,415
3438,23.5,9.6,4.8944622,20-02-2019,1,0,1,385
3439,23.5,9.6,4.8944622,20-02-2019,1,0,2,379
3440,23.5,9.6,4.8944622,20-02-2019,1,0,3,415
3441,19.1,8.1,0.5533072,21-02-2019,1,0,1,385
3442,19.1,8.1,0.5533072,21-02-2019,1,0,2,379
3443,19.1,8.1,0.5533072,21-02-2019,1,0,3,415
3444,51.4,8.6,-4.7630108,22-02-2019,1,0,1,385
3445,51.4,8.6,-4.7630108,22-02-2019,1,0,2,379
3446,51.4,8.6,-4.7630108,22-02-2019,1,0,3,415
3447,38.7,9.3,4.7431601,23-02-2019,0,1,1,385
3448,38.7,9.3,4.7431601,23-02-2019,0,1,2,379
3449,38.7,9.3,4.7431601,23-02-2019,0,1,3,415
3450,65.2,8.1,-3.2222432,24-02-2019,0,1,1,385
3451,65.2,8.1,-3.2222432,24-02-2019,0,1,2,379
3452,65.2,8.1,-3.2222432,24-02-2019,0,1,3,415
3453,8.3,6.1,1.4576299,25-02-2019,1,0,1,385
3454,8.3,6.1,1.4576299,25-02-2019,1,0,2,379
3455,8.3,6.1,1.4576299,25-02-2019,1,0,3,415
3456,31.8,8.7,2.1950453,26-02-2019,1,0,1,385
3457,31.8,8.7,2.1950453,26-02-2019,1,0,2,379
3458,31.8,8.7,2.1950453,26-02-2019,1,0,3,415
3459,10.0,7.6,-4.3524046,27-02-2019,1,0,1,385
3460,10.0,7.6,-4.3524046,27-02-2019,1,0,2,379
3461,10.0,7.6,-4.3524046,27-02-2019,1,0,3,415
3462,5.7,9.8,2.740791,28-02-2019,1,0,1,385
3463,5.7,9.8,2.740791,28-02-2019,1,0,2,379
3464,5.7,9.8,2.740791,28-02-2019,1,0,3,415
3465,58.3,9.6,3.6179927,01-03-2019,1,0,1,494
3466,58.3,9.6,3.6179927,01-03-2019,1,0,2,455
3467,58.3,9.6,3.6179927,01-03-2019,1,0,3,491
3468,67.0,9.7,0.3391784,02-03-2019,0,1,1,494
3469,67.0,9.7,0.3391784,02-03-2019,0,1,2,455
3470,67.0,9.7,0.3391784,02-03-2019,0,1,3,491
3471,26.7,7.2,-1.9749622,03-03-2019,0,1,1,494
3472,26.7,7.2,-1.9749622,03-03-2019,0,1,2,455
3473,26.7,7.2,-1.9749622,03-03-2019,0,1,3,491
3474,34.1,6.6,4.4871487,04-03-2019,1,0,1,494
3475,34.1,6.6,4.4871487,04-03-2019,1,0,2,455
3476,34.1,6.6,4.4871487,04-03-2019,1,0,3,491
3477,38.6,6.9,-4.4114862,05-03-2019,1,0,1,494
3478,38.6,6.9,-4.4114862,05-03-2019,1,0,2,455
3479,38.6,6.9,-4.4114862,05-03-2019,1,0,3,491
3480,37.3,8.2,-0.1058618,06-03-2019,1,0,1,494
3481,37.3,8.2,-0.1058618,06-03-2019,1,0,2,455
3482,37.3,8.2,-0.1058618,06-03-2019,1,0,3,491
3483,49.6,9.2,4.6126548,07-03-2019,1,0,1,494
3484,49.6,9.2,4.6126548,07-03-2019,1,0,2,455
3485,49.6,9.2,4.6126548,07-03-2019,1,0,3,491
3486,19.4,6.1,-3.8173587,08-03-2019,1,0,1,494
3487,19.4,6.1,-3.8173587,08-03-2019,1,0,2,455
3488,19.4,6.1,-3.8173587,08-03-2019,1,0,3,491
3489,26.9,8.7,-0.0755829,09-03-2019,0,1,1,494
3490,26.9,8.7,-0.0755829,09-03-2019,0,1,2,455
3491,26.9,8.7,-0.0755829,09-03-2019,0,1,3,491
3492,60.9,9.0,6.3456224,10-03-2019,0,1,1,494
3493,60.9,9.0,6.3456224,10-03-2019,0,1,2,455
3494,60.9,9.0,6.3456224,10-03-2019,0,1,3,491
3495,55.8,7.9,-0.6573754,11-03-2019,1,0,1,494
3496,55.8,7.9,-0.6573754,11-03-2019,1,0,2,455
3497,55.8,7.9,-0.6573754,11-03-2019,1,0,3,491
3498,64.1,6.8,-2.2626847,12-03-2019,1,0,1,494
3499,64.1,6.8,-2.2626847,12-03-2019,1,0,2,455
3500,64.1,6.8,-2.2626847,12-03-2019,1,0,3,491
3501,67.3,9.4,-0.6723339,13-03-2019,1,0,1,494
3502,67.3,9.4,-0.6723339,13-03-2019,1,0,2,455
3503,67.3,9.4,-0.6723339,13-03-2019,1,0,3,491
3504,39.7,6.1,-3.339437,14-03-2019,1,0,1,494
3505,39.7,6.1,-3.339437,14-03-2019,1,0,2,455
3506,39.7,6.1,-3.339437,14-03-2019,1,0,3,491
3507,45.0,8.8,-0.5916192,15-03-2019,1,0,1,494
3508,45.0,8.8,-0.5916192,15-03-2019,1,0,2,455
3509,45.0,8.8,-0.5916192,15-03-2019,1,0,3,491
3510,55.1,9.0,4.5437064,16-03-2019,0,1,1,494
3511,55.1,9.0,4.5437064,16-03-2019,0,1,2,455
3512,55.1,9.0,4.5437064,16-03-2019,0,1,3,491
3513,48.8,6.6,1.9256084,17-03-2019,0,1,1,494
3514,48.8,6.6,1.9256084,17-03-2019,0,1,2,455
3515,48.8,6.6,1.9256084,17-03-2019,0,1,3,491
3516,65.1,6.3,-4.6452594,18-03-2019,1,0,1,494
3517,65.1,6.3,-4.6452594,18-03-2019,1,0,2,455
3518,65.1,6.3,-4.6452594,18-03-2019,1,0,3,491
3519,55.5,8.8,6.5821036,19-03-2019,1,0,1,494
3520,55.5,8.8,6.5821036,19-03-2019,1,0,2,455
3521,55.5,8.8,6.5821036,19-03-2019,1,0,3,491
3522,20.9,9.6,1.0189927,20-03-2019,1,0,1,494
3523,20.9,9.6,1.0189927,20-03-2019,1,0,2,455
3524,20.9,9.6,1.0189927,20-03-2019,1,0,3,491
3525,64.6,8.4,3.5358392,21-03-2019,1,0,1,494
3526,64.6,8.4,3.5358392,21-03-2019,1,0,2,455
3527,64.6,8.4,3.5358392,21-03-2019,1,0,3,491
3528,63.4,8.5,1.4121955,22-03-2019,1,0,1,494
3529,63.4,8.5,1.4121955,22-03-2019,1,0,2,455
3530,63.4,8.5,1.4121955,22-03-2019,1,0,3,491
3531,38.8,7.9,-3.3167846,23-03-2019,0,1,1,494
3532,38.8,7.9,-3.3167846,23-03-2019,0,1,2,455
3533,38.8,7.9,-3.3167846,23-03-2019,0,1,3,491
3534,8.5,9.1,-2.4765336,24-03-2019,0,1,1,494
3535,8.5,9.1,-2.4765336,24-03-2019,0,1,2,455
3536,8.5,9.1,-2.4765336,24-03-2019,0,1,3,491
3537,38.0,8.8,4.2715031,25-03-2019,1,0,1,494
3538,38.0,8.8,4.2715031,25-03-2019,1,0,2,455
3539,38.0,8.8,4.2715031,25-03-2019,1,0,3,491
3540,27.1,9.5,6.1500077,26-03-2019,1,0,1,494
3541,27.1,9.5,6.1500077,26-03-2019,1,0,2,455
3542,27.1,9.5,6.1500077,26-03-2019,1,0,3,491
3543,20.1,6.7,-1.6466255,27-03-2019,1,0,1,494
3544,20.1,6.7,-1.6466255,27-03-2019,1,0,2,455
3545,20.1,6.7,-1.6466255,27-03-2019,1,0,3,491
3546,46.7,6.6,-1.5260132,28-03-2019,1,0,1,494
3547,46.7,6.6,-1.5260132,28-03-2019,1,0,2,455
3548,46.7,6.6,-1.5260132,28-03-2019,1,0,3,491
3549,31.3,9.2,5.0570529,29-03-2019,1,0,1,494
3550,31.3,9.2,5.0570529,29-03-2019,1,0,2,455
3551,31.3,9.2,5.0570529,29-03-2019,1,0,3,491
3552,38.6,8.4,3.8110278,30-03-2019,0,1,1,494
3553,38.6,8.4,3.8110278,30-03-2019,0,1,2,455
3554,38.6,8.4,3.8110278,30-03-2019,0,1,3,491
3555,10.6,8.1,-0.9402132,31-03-2019,0,1,1,494
3556,10.6,8.1,-0.9402132,31-03-2019,0,1,2,455
3557,10.6,8.1,-0.9402132,31-03-2019,0,1,3,491
3558,8.7,8.5,1.5637242,01-04-2019,1,0,1,527
3559,8.7,8.5,1.5637242,01-04-2019,1,0,2,553
3560,8.7,8.5,1.5637242,01-04-2019,1,0,3,555
3561,36.4,7.3,-1.8214411,02-04-2019,1,0,1,527
3562,36.4,7.3,-1.8214411,02-04-2019,1,0,2,553
3563,36.4,7.3,-1.8214411,02-04-2019,1,0,3,555
3564,35.1,9.3,3.1511458,03-04-2019,1,0,1,527
3565,35.1,9.3,3.1511458,03-04-2019,1,0,2,553
3566,35.1,9.3,3.1511458,03-04-2019,1,0,3,555
3567,69.4,6.6,-4.5442997,04-04-2019,1,0,1,527
3568,69.4,6.6,-4.5442997,04-04-2019,1,0,2,553
3569,69.4,6.6,-4.5442997,04-04-2019,1,0,3,555
3570,28.0,7.4,2.3020963,05-04-2019,1,0,1,527
3571,28.0,7.4,2.3020963,05-04-2019,1,0,2,553
3572,28.0,7.4,2.3020963,05-04-2019,1,0,3,555
3573,32.8,6.1,4.070744,06-04-2019,0,1,1,527
3574,32.8,6.1,4.070744,06-04-2019,0,1,2,553
3575,32.8,6.1,4.070744,06-04-2019,0,1,3,555
3576,5.5,8.2,3.6030783,07-04-2019,0,1,1,527
3577,5.5,8.2,3.6030783,07-04-2019,0,1,2,553
3578,5.5,8.2,3.6030783,07-04-2019,0,1,3,555
3579,36.4,7.8,2.2904578,08-04-2019,1,0,1,527
3580,36.4,7.8,2.2904578,08-04-2019,1,0,2,553
3581,36.4,7.8,2.2904578,08-04-2019,1,0,3,555
3582,60.9,8.1,5.8254043,09-04-2019,1,0,1,527
3583,60.9,8.1,5.8254043,09-04-2019,1,0,2,553
3584,60.9,8.1,5.8254043,09-04-2019,1,0,3,555
3585,69.2,6.9,-0.7118483,10-04-2019,1,0,1,527
3586,69.2,6.9,-0.7118483,10-04-2019,1,0,2,553
3587,69.2,6.9,-0.7118483,10-04-2019,1,0,3,555
3588,42.1,6.4,-2.9060514,11-04-2019,1,0,1,527
3589,42.1,6.4,-2.9060514,11-04-2019,1,0,2,553
3590,42.1,6.4,-2.9060514,11-04-2019,1,0,3,555
3591,24.5,9.1,-1.0847149,12-04-2019,1,0,1,527
3592,24.5,9.1,-1.0847149,12-04-2019,1,0,2,553
3593,24.5,9.1,-1.0847149,12-04-2019,1,0,3,555
3594,20.1,9.0,2.4318341,13-04-2019,0,1,1,527
3595,20.1,9.0,2.4318341,13-04-2019,0,1,2,553
3596,20.1,9.0,2.4318341,13-04-2019,0,1,3,555
3597,54.3,9.8,-2.8168269,14-04-2019,0,1,1,527
3598,54.3,9.8,-2.8168269,14-04-2019,0,1,2,553
3599,54.3,9.8,-2.8168269,14-04-2019,0,1,3,555
3600,37.9,6.0,0.0042693,15-04-2019,1,0,1,527
3601,37.9,6.0,0.0042693,15-04-2019,1,0,2,553
3602,37.9,6.0,0.0042693,15-04-2019,1,0,3,555
3603,56.5,9.2,-1.6654294,16-04-2019,1,0,1,527
3604,56.5,9.2,-1.6654294,16-04-2019,1,0,2,553
3605,56.5,9.2,-1.6654294,16-04-2019,1,0,3,555
3606,58.7,9.5,-1.59785,17-04-2019,1,0,1,527
3607,58.7,9.5,-1.59785,17-04-2019,1,0,2,553
3608,58.7,9.5,-1.59785,17-04-2019,1,0,3,555
3609,6.8,7.4,4.5848186,18-04-2019,1,0,1,527
3610,6.8,7.4,4.5848186,18-04-2019,1,0,2,553
3611,6.8,7.4,4.5848186,18-04-2019,1,0,3,555
3612,21.3,8.4,1.6825569,19-04-2019,1,0,1,527
3613,21.3,8.4,1.6825569,19-04-2019,1,0,2,553
3614,21.3,8.4,1.6825569,19-04-2019,1,0,3,555
3615,11.1,8.4,3.2444696,20-04-2019,0,1,1,527
3616,11.1,8.4,3.2444696,20-04-2019,0,1,2,553
3617,11.1,8.4,3.2444696,20-04-2019,0,1,3,555
3618,12.0,6.0,3.8833327,21-04-2019,0,1,1,527
3619,12.0,6.0,3.8833327,21-04-2019,0,1,2,553
3620,12.0,6.0,3.8833327,21-04-2019,0,1,3,555
3621,65.1,7.3,-1.7248142,22-04-2019,1,0,1,527
3622,65.1,7.3,-1.7248142,22-04-2019,1,0,2,553
3623,65.1,7.3,-1.7248142,22-04-2019,1,0,3,555
3624,11.6,9.4,1.3252198,23-04-2019,1,0,1,527
3625,11.6,9.4,1.3252198,23-04-2019,1,0,2,553
3626,11.6,9.4,1.3252198,23-04-2019,1,0,3,555
3627,24.9,9.5,-3.1854325,24-04-2019,1,0,1,527
3628,24.9,9.5,-3.1854325,24-04-2019,1,0,2,553
3629,24.9,9.5,-3.1854325,24-04-2019,1,0,3,555
3630,8.8,6.7,1.9003809,25-04-2019,1,0,1,527
3631,8.8,6.7,1.9003809,25-04-2019,1,0,2,553
3632,8.8,6.7,1.9003809,25-04-2019,1,0,3,555
3633,40.9,6.0,0.4072706,26-04-2019,1,0,1,527
3634,40.9,6.0,0.4072706,26-04-2019,1,0,2,553
3635,40.9,6.0,0.4072706,26-04-2019,1,0,3,555
3636,11.3,9.4,4.9440423,27-04-2019,0,1,1,527
3637,11.3,9.4,4.9440423,27-04-2019,0,1,2,553
3638,11.3,9.4,4.9440423,27-04-2019,0,1,3,555
3639,43.4,6.9,1.9827059,28-04-2019,0,1,1,527
3640,43.4,6.9,1.9827059,28-04-2019,0,1,2,553
3641,43.4,6.9,1.9827059,28-04-2019,0,1,3,555
3642,61.3,7.9,-0.2360997,29-04-2019,1,0,1,527
3643,61.3,7.9,-0.2360997,29-04-2019,1,0,2,553
3644,61.3,7.9,-0.2360997,29-04-2019,1,0,3,555
3645,52.1,9.2,-1.7407905,30-04-2019,1,0,1,527
3646,52.1,9.2,-1.7407905,30-04-2019,1,0,2,553
3647,52.1,9.2,-1.7407905,30-04-2019,1,0,3,555
3648,40.2,6.3,-4.6173341,01-05-2019,1,0,1,524
3649,40.2,6.3,-4.6173341,01-05-2019,1,0,2,482
3650,40.2,6.3,-4.6173341,01-05-2019,1,0,3,475
3651,37.9,9.7,-1.6589134,02-05-2019,1,0,1,524
3652,37.9,9.7,-1.6589134,02-05-2019,1,0,2,482
3653,37.9,9.7,-1.6589134,02-05-2019,1,0,3,475
3654,44.7,7.8,-2.1710957,03-05-2019,1,0,1,524
3655,44.7,7.8,-2.1710957,03-05-2019,1,0,2,482
3656,44.7,7.8,-2.1710957,03-05-2019,1,0,3,475
3657,35.0,8.8,-0.4371792,04-05-2019,0,1,1,524
3658,35.0,8.8,-0.4371792,04-05-2019,0,1,2,482
3659,35.0,8.8,-0.4371792,04-05-2019,0,1,3,475
3660,54.2,7.8,-1.6170184,05-05-2019,0,1,1,524
3661,54.2,7.8,-1.6170184,05-05-2019,0,1,2,482
3662,54.2,7.8,-1.6170184,05-05-2019,0,1,3,475
3663,34.8,9.6,1.7351236,06-05-2019,1,0,1,524
3664,34.8,9.6,1.7351236,06-05-2019,1,0,2,482
3665,34.8,9.6,1.7351236,06-05-2019,1,0,3,475
3666,43.0,9.0,1.9757875,07-05-2019,1,0,1,524
3667,43.0,9.0,1.9757875,07-05-2019,1,0,2,482
3668,43.0,9.0,1.9757875,07-05-2019,1,0,3,475
3669,21.4,7.0,-0.2238657,08-05-2019,1,0,1,524
3670,21.4,7.0,-0.2238657,08-05-2019,1,0,2,482
3671,21.4,7.0,-0.2238657,08-05-2019,1,0,3,475
3672,67.2,6.5,-2.2632266,09-05-2019,1,0,1,524
3673,67.2,6.5,-2.2632266,09-05-2019,1,0,2,482
3674,67.2,6.5,-2.2632266,09-05-2019,1,0,3,475
3675,32.3,8.0,-1.3496724,10-05-2019,1,0,1,524
3676,32.3,8.0,-1.3496724,10-05-2019,1,0,2,482
3677,32.3,8.0,-1.3496724,10-05-2019,1,0,3,475
3678,0.9,9.2,-0.6750086,11-05-2019,0,1,1,524
3679,0.9,9.2,-0.6750086,11-05-2019,0,1,2,482
3680,0.9,9.2,-0.6750086,11-05-2019,0,1,3,475
3681,27.4,8.5,5.5418167,12-05-2019,0,1,1,524
3682,27.4,8.5,5.5418167,12-05-2019,0,1,2,482
3683,27.4,8.5,5.5418167,12-05-2019,0,1,3,475
3684,52.4,8.1,-0.7268028,13-05-2019,1,0,1,524
3685,52.4,8.1,-0.7268028,13-05-2019,1,0,2,482
3686,52.4,8.1,-0.7268028,13-05-2019,1,0,3,475
3687,14.8,7.0,-3.3845832,14-05-2019,1,0,1,524
3688,14.8,7.0,-3.3845832,14-05-2019,1,0,2,482
3689,14.8,7.0,-3.3845832,14-05-2019,1,0,3,475
3690,64.2,6.4,-3.5689098,15-05-2019,1,0,1,524
3691,64.2,6.4,-3.5689098,15-05-2019,1,0,2,482
3692,64.2,6.4,-3.5689098,15-05-2019,1,0,3,475
3693,57.9,8.5,1.3460471,16-05-2019,1,0,1,524
3694,57.9,8.5,1.3460471,16-05-2019,1,0,2,482
3695,57.9,8.5,1.3460471,16-05-2019,1,0,3,475
3696,38.5,8.6,3.11341,17-05-2019,1,0,1,524
3697,38.5,8.6,3.11341,17-05-2019,1,0,2,482
3698,38.5,8.6,3.11341,17-05-2019,1,0,3,475
3699,68.8,9.2,-0.2138255,18-05-2019,0,1,1,524
3700,68.8,9.2,-0.2138255,18-05-2019,0,1,2,482
3701,68.8,9.2,-0.2138255,18-05-2019,0,1,3,475
3702,35.7,6.1,0.1276812,19-05-2019,0,1,1,524
3703,35.7,6.1,0.1276812,19-05-2019,0,1,2,482
3704,35.7,6.1,0.1276812,19-05-2019,0,1,3,475
3705,47.7,9.1,0.5816686,20-05-2019,1,0,1,524
3706,47.7,9.1,0.5816686,20-05-2019,1,0,2,482
3707,47.7,9.1,0.5816686,20-05-2019,1,0,3,475
3708,52.9,8.4,6.083159,21-05-2019,1,0,1,524
3709,52.9,8.4,6.083159,21-05-2019,1,0,2,482
3710,52.9,8.4,6.083159,21-05-2019,1,0,3,475
3711,33.5,9.0,-0.7528879,22-05-2019,1,0,1,524
3712,33.5,9.0,-0.7528879,22-05-2019,1,0,2,482
3713,33.5,9.0,-0.7528879,22-05-2019,1,0,3,475
3714,7.8,8.7,-4.2599469,23-05-2019,1,0,1,524
3715,7.8,8.7,-4.2599469,23-05-2019,1,0,2,482
3716,7.8,8.7,-4.2599469,23-05-2019,1,0,3,475
3717,3.8,7.0,1.3901016,24-05-2019,1,0,1,524
3718,3.8,7.0,1.3901016,24-05-2019,1,0,2,482
3719,3.8,7.0,1.3901016,24-05-2019,1,0,3,475
3720,2.6,6.3,-4.4920242,25-05-2019,0,1,1,524
3721,2.6,6.3,-4.4920242,25-05-2019,0,1,2,482
3722,2.6,6.3,-4.4920242,25-05-2019,0,1,3,475
3723,3.9,6.5,-2.1412679,26-05-2019,0,1,1,524
3724,3.9,6.5,-2.1412679,26-05-2019,0,1,2,482
3725,3.9,6.5,-2.1412679,26-05-2019,0,1,3,475
3726,45.9,6.3,-4.3355775,27-05-2019,1,0,1,524
3727,45.9,6.3,-4.3355775,27-05-2019,1,0,2,482
3728,45.9,6.3,-4.3355775,27-05-2019,1,0,3,475
3729,0.6,7.2,4.7297383,28-05-2019,1,0,1,524
3730,0.6,7.2,4.7297383,28-05-2019,1,0,2,482
3731,0.6,7.2,4.7297383,28-05-2019,1,0,3,475
3732,7.5,7.6,2.3624892,29-05-2019,1,0,1,524
3733,7.5,7.6,2.3624892,29-05-2019,1,0,2,482
3734,7.5,7.6,2.3624892,29-05-2019,1,0,3,475
3735,24.9,9.5,2.4442173,30-05-2019,1,0,1,524
3736,24.9,9.5,2.4442173,30-05-2019,1,0,2,482
3737,24.9,9.5,2.4442173,30-05-2019,1,0,3,475
3738,44.8,6.2,-1.9894937,31-05-2019,1,0,1,524
3739,44.8,6.2,-1.9894937,31-05-2019,1,0,2,482
3740,44.8,6.2,-1.9894937,31-05-2019,1,0,3,475
3741,65.2,7.1,-4.5961503,01-06-2019,0,1,1,484
3742,65.2,7.1,-4.5961503,01-06-2019,0,1,2,473
3743,65.2,7.1,-4.5961503,01-06-2019,0,1,3,367
3744,65.1,9.8,5.7771205,02-06-2019,0,1,1,484
3745,65.1,9.8,5.7771205,02-06-2019,0,1,2,473
3746,65.1,9.8,5.7771205,02-06-2019,0,1,3,367
3747,51.5,9.7,4.9231167,03-06-2019,1,0,1,484
3748,51.5,9.7,4.9231167,03-06-2019,1,0,2,473
3749,51.5,9.7,4.9231167,03-06-2019,1,0,3,367
3750,3.9,7.5,3.5109499,04-06-2019,1,0,1,484
3751,3.9,7.5,3.5109499,04-06-2019,1,0,2,473
3752,3.9,7.5,3.5109499,04-06-2019,1,0,3,367
3753,46.7,7.6,0.2993028,05-06-2019,1,0,1,484
3754,46.7,7.6,0.2993028,05-06-2019,1,0,2,473
3755,46.7,7.6,0.2993028,05-06-2019,1,0,3,367
3756,7.0,7.2,0.0090998,06-06-2019,1,0,1,484
3757,7.0,7.2,0.0090998,06-06-2019,1,0,2,473
